ID,NAME,SMILES,SDi,Reference,EXTERNALID,CASRN,ARTICLEID,Temperature
CpId_6438,nortriptiline,COC1CCC(CC2[NH2+]CCC3CC(OC)C(OC)CC32)CC1OC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6439,Ofloxacin,C1C[NH2+]C2C(C1)CCC1CCC[NH2+]C12,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6440,oxytetracycline,NC1NC([NH3+])CCC1N=NC1CCCCC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6441,Papaverine,CCC1(C2CCCCC2)C(=O)NC(=O)NC1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6442,phenantroline,CCCC[c-]1c(=O)n(C2CCCCC2)n(C2CCCCC2)c1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6443,Phenazopyridine,O=C([O-])C1CCCCC1C(=O)[O-],1.0093857676825049,Wang et al. 2009,None,None,A5370,25.0
CpId_6444,Phenobarbital,CC(C)[NH2+]CC(O)COC1CCCC2[NH2+]CCC21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6445,Phenylbutazone,CN1C(C(=O)NC2CCCC[NH2+]2)=C(O)C2CCCCC2S1(=O)=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6446,phthalic acid,C=CCC1CCCCC1OCC(O)C[NH2+]C(C)C,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6447,Pindolol,CC[NH+](CC)CCOC(=O)C1CCC([NH3+])CC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6448,Piroxicam,CC(C)[NH2+]CC(O)COC1CCCC2CCCCC21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6449,procaine,C=CC1C[NH+]2CCC1CC2C(O)C1CC[NH2+]C2CCC(OC)CC21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6450,Propranolol,CNC(=C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,0.7027227191431907,Wang et al. 2009,None,None,A5370,25.0
CpId_6451,Quinine,O=C([O-])C1=CN(C2CCC(F)CC2)C2CC(N3CC[NH2+]CC3)C(F)CC2C1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6452,Ranitidine,CC1CN(C2C(F)C([NH3+])C3C(=O)C(C(=O)[O-])=CN(C4CC4)C3C2F)CC(C)[NH2+]1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6453,sarafloxacin,CC(=O)[N-]S(=O)(=O)C1CCC([NH3+])CC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6454,sparfloxacin,CC1CC(C)NC(NS(=O)(=O)C2CCC([NH3+])CC2)N1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6455,Sulfacetamide,O=C([O-])C1CC(N=NC2CCC(S(=O)(=O)NC3CCCC[NH2+]3)CC2)CCC1O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6456,Sulfamethazine,[NH3+]C1CCC(S(=O)(=O)NC2NCCS2)CC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6458,Sulfathiazole,CC1=C(CC(=O)[O-])C2CC(F)CCC2C1=CC1CCC(S(C)=O)CC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6459,Sulindac,CCCC[NH2+]C1CCC(C(=O)OCC[NH+](C)C)CC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6460,Tetracaine,CN(C)C1C(=O)C(=C(N)[O-])C(=O)C2(O)C(=O)C3=C(O)C4C(O)CCCC4C(C)(O)C3CC12,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6462,thymol,CC1CCC(C(=O)C2CCC(CC(=O)[O-])[NH+]2C)CC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6463,tolmetin,NS(=O)(=O)C1CC2C(CC1Cl)NC(C(Cl)Cl)NS2(=O)=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6464,Trichloromethiazide,COC1CC(CC2CNC(N)NC2[NH3+])CC(OC)C1OC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6465,Trimethoprim,CC(CN1C2CCCCC2CCC2CCCCC21)C[NH+](C)C,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6466,Trimipramine,[NH3+]CCC1C[NH2+]C2CCCCC12,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6467,tryptamine,COC1CCC(CC[NH+](C)CCCC(C#N)(C(C)C)C2CCC(OC)C(OC)C2)CC1OC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6469,Warfarin,CC(=O)CC(C1=C(O)C2CCCCC2OC1=O)C1CCCCC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6470,None,NC(=O)c1cnc2n1CCc1ccccc1C21CC[NH2+]CC1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6471,None,Cc1c2ccccc2c(C[NH+]2CCOCC2)c2ccccc12,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6472,None,O=C1CC2OCC=C3C[N+]4([O-])CCC56c7ccccc7N1C5C2C3CC64,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6473,None,CN1c2ccccc2Sc2ccccc21,0.0002309401076758249,Wang et al. 2009,None,None,A5370,25.0
CpId_6475,None,C1=NC=NC2N=C(c3ccccc3)N=C12,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6476,None,O=[N+]([O-])c1ccc(-c2nc3cc(Cl)ccc3[nH]2)o1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6477,None,O=C([O-])Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,0.002237856116912025,Wang et al. 2009,None,None,A5370,25.0
CpId_6478,None,CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6481,None,O=C1CC(=O)CC(c2ccccc2)C1,0.00017320508075674047,Wang et al. 2009,None,None,A5370,25.0
CpId_6484,None,Cc1ccc(S(=O)(=O)N(Cl)Cl)cc1,0.021499999999999853,Wang et al. 2009,None,None,A5370,25.0
CpId_6485,None,O=C([O-])COc1c(Cl)cc(Cl)cc1Cl,0.0973565508838517,Wang et al. 2009,None,None,A5370,25.0
CpId_6486,None,CCC1OC(=O)c2cc(C#N)ccc21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6487,None,CCNc1nc(NCC)nc(SC)n1,0.026400757564888085,Wang et al. 2009,None,None,A5370,25.0
CpId_6488,None,O[P+]1(N(CCCl)CCCl)[NH2+]CCCO1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6489,None,CC1=Nc2ccccc2N=C(C)C1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6490,None,Cc1ccc2c(c1)C=CS2(=O)=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6492,None,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6494,None,CCSC(=O)N1CCCCCC1,0.036736194685895354,Wang et al. 2009,None,None,A5370,25.0
CpId_6495,None,CC1=CS(=O)(=O)c2ccccc21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6496,None,CC1(C)SCC(COC(N)=O)S1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6497,None,CCOC(=O)c1[nH]c(C)cc1C,0.00011547005383791244,Wang et al. 2009,None,None,A5370,25.0
CpId_6498,None,NC(=O)OCC1COC2(CCCCC2)O1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6499,None,NC(=O)OCC1CSC2(CCCCC2)S1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6501,None,Cc1cc2cc3c(C)cc(=O)oc3cc2o1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6502,None,Cc1cc2cccc(O)c2nc1C,1.4142135623730951,Wang et al. 2009,None,None,A5370,25.0
CpId_6503,None,O=C([O-])c1ccc2ccccc2n1,0.0017521415467934992,Wang et al. 2009,None,None,A5370,25.0
CpId_6504,None,O=C([O-])c1ccc2ncccc2c1,0.0012328828005937977,Wang et al. 2009,None,None,A5370,25.0
CpId_6505,None,c1ccc2c(c1)[nH]c1cnccc12,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6506,None,O=S(=O)(c1ccccc1)N(Br)Br,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6507,None,NC(=O)OCC1CSC2(CCCCC2)O1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6508,None,O=C([O-])c1cccc2cccnc12,0.0012767145334803371,Wang et al. 2009,None,None,A5370,25.0
CpId_6509,None,O=C([O-])c1cccc2ncccc12,0.001285820101465839,Wang et al. 2009,None,None,A5370,25.0
CpId_6511,None,CC(C)C1OCC2(CO1)COC(C(C)C)OC2,0.00011547005383791244,Wang et al. 2009,None,None,A5370,25.0
CpId_6512,None,COc1cc(OC)cc(OC)c1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6513,None,CCCCOC(=O)c1cccnc1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6514,None,Cc1ncc2nc(C)c(C)nc2n1,0.003464101615137758,Wang et al. 2009,None,None,A5370,25.0
CpId_6515,None,O=C([O-])CCn1ccccc1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6518,None,O[P+]1(N(CCCl)CCCl)[NH2+]CCCCO1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6519,None,CC1(C)N=C(c2ccccc2)NC1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6520,None,O=[N+]([O-])c1cc2c(cc1CO)OCO2,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6521,None,COC(=O)c1ccccc1C(=O)c1ccccc1,0.10213350739758884,Wang et al. 2009,None,None,A5370,25.0
CpId_6522,None,c1ccc(C[NH2+]C23OC4C5C6CC(C7C6C4C72)C53)cc1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6523,None,CCc1nc2cncnc2nc1CC,0.042426406871192854,Wang et al. 2009,None,None,A5370,25.0
CpId_6524,None,Cc1cc(N)n(-c2ccccc2)n1,0.00028284271247458785,Wang et al. 2009,None,None,A5370,25.0
CpId_6525,None,CC1(C)OC(=O)c2cc(C#N)ccc21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6527,None,COc1ccc2ccc(=O)oc2c1,5.7735026919084416e-05,Wang et al. 2009,None,None,A5370,25.0
CpId_6528,None,C=CCc1ccc2cncnc2c1O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6529,None,CCOS(=O)(=O)c1ccccc1,0.0004434711565216202,Wang et al. 2009,None,None,A5370,25.0
CpId_6530,None,CN(C)c1ncc2nccnc2n1,0.0005972157622389678,Wang et al. 2009,None,None,A5370,25.0
CpId_6531,None,CN(C)c1cnc2cncnc2n1,0.04808326112068523,Wang et al. 2009,None,None,A5370,25.0
CpId_6532,None,c1ccc2c(c1)Nc1ccccc1S2,0.22069037586628007,Wang et al. 2009,None,None,A5370,25.0
CpId_6534,None,COc1cc(Br)c2c(c1OC)C(=O)OC2,5.773502691882802e-05,Wang et al. 2009,None,None,A5370,25.0
CpId_6535,None,Cc1nccc2c1[nH]c1ccccc12,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6536,None,Cc1nn(-c2ccccc2)c(N)c1C,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6537,None,CCC1(CC)CCC(=O)NC1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6538,None,CCOC(=O)c1cnc(=S)[nH]c1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6539,None,O=S1(=O)c2ccccc2-c2ccccc21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6540,None,CCCc1ncnc2c(O)cccc12,0.0002309401076758249,Wang et al. 2009,None,None,A5370,25.0
CpId_6541,None,O=[N+]([O-])Cc1ccc2ccccc2n1,0.00040824829046399937,Wang et al. 2009,None,None,A5370,25.0
CpId_6542,None,ON=C1C=CC(=NO)c2ncccc21,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6543,None,CCCCCCNC(=O)c1cccnc1,5.7735026919084416e-05,Wang et al. 2009,None,None,A5370,25.0
CpId_6544,None,Cc1ccnc(NC(=O)c2cnccn2)n1,0.00011547005383791244,Wang et al. 2009,None,None,A5370,25.0
CpId_6545,None,CCC1(C)NC(=O)C(C)(CC)NC1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6546,None,O=c1ccc2nc3ccccc3sc-2c1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6547,None,O=C(Nc1ccccn1)c1cccnc1,5.7735026919084416e-05,Wang et al. 2009,None,None,A5370,25.0
CpId_6548,None,FC(F)(F)c1nc2ncncc2[nH]1,0.00028867513459481317,Wang et al. 2009,None,None,A5370,25.0
CpId_6549,None,Cc1nc2nc[nH]c(=O)c2nc1C,0.012503332889007417,Wang et al. 2009,None,None,A5370,25.0
CpId_6550,None,Cc1ccc(-c2nc3ccccc3s2)cc1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6551,None,O=c1ccc2cc3ccoc3cc2o1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6552,None,Cc1c(O)c(=O)ccn1-c1ccccc1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6553,None,Cc1ccc(-n2ccc(=O)c(O)c2C)cc1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6555,None,CCCCCCCNC(=O)c1cccnc1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6556,None,c1coc(-c2nc3ccccc3[nH]2)c1,2.4539027901269543,Wang et al. 2009,None,None,A5370,25.0
CpId_6557,None,CCO[P+]([S-])(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6558,None,Cc1nc(=O)[c-](C(N)=O)c(=O)[nH]1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6559,None,COc1c(C(=O)[O-])oc2ccccc12,0.000911043357914492,Wang et al. 2009,None,None,A5370,25.0
CpId_6560,None,Cc1ccc2[nH]c(=O)c(=O)[nH]c2c1,0.00011547005383791244,Wang et al. 2009,None,None,A5370,25.0
CpId_6562,None,O=c1[nH]c(=S)c2[nH]c(=O)[nH]c2[nH]1,0.007071067811865324,Wang et al. 2009,None,None,A5370,25.0
CpId_6563,None,O=C1CNC(=O)c2ccccc2N1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6564,None,CN(C)c1ncnc2nccnc12,0.004253234063627367,Wang et al. 2009,None,None,A5370,25.0
CpId_6565,None,CC(=O)Nc1ccc2c(c1)C(=O)OC2,0.00011547005383791244,Wang et al. 2009,None,None,A5370,25.0
CpId_6566,None,O=C1OCc2ccc([N+](=O)[O-])cc21,0.0004604345773288366,Wang et al. 2009,None,None,A5370,25.0
CpId_6567,None,O=C(NC1CCCCC1)c1cccnc1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6568,None,Cn1c2ccccc2c(=O)c2ccccc21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6570,None,CCc1nc2cnc(N)nc2nc1CC,0.0007071067811864697,Wang et al. 2009,None,None,A5370,25.0
CpId_6571,None,CC(=O)CC(CC(=O)[O-])c1ccccc1,0.0011090536506409296,Wang et al. 2009,None,None,A5370,25.0
CpId_6572,None,Nc1nc(=O)[nH]n1-c1ccccc1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6573,None,CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O,0.00017320508075674047,Wang et al. 2009,None,None,A5370,25.0
CpId_6574,None,Nc1nc(=O)n(-c2ccccc2)[nH]1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6575,None,O=C([O-])c1cc(=O)cc(C(=O)[O-])o1,0.00485458546119029,Wang et al. 2009,None,None,A5370,25.0
CpId_6576,None,Cc1nc2cncnc2n(C)c1=O,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6578,None,CCC1(CC)C(=O)NC(=S)NC1=O,0.07932212806020772,Wang et al. 2009,None,None,A5370,25.0
CpId_6579,None,O=C1CC(C(=O)[O-])Cc2ccccc21,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6580,None,O=C(c1ccco1)N(O)c1ccccc1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6582,None,Cc1cc(Oc2ccccn2)nn1C,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6583,None,Nc1nnc(-c2ccc(O)cc2)o1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6584,None,COC(=O)c1cc2cc3c(C)cc(=O)oc3c(C)c2o1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6585,None,CCCCCCCCNC(=O)c1cccnc1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6586,None,CC12CC(C)(NC(=O)N1)NC(=O)N2,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6587,None,CCC1(CC)NC(=O)C(CC)(CC)NC1=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6588,None,Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)[O-],0.0009678154093971606,Wang et al. 2009,None,None,A5370,25.0
CpId_6589,None,O=c1cnc2c(=O)[nH]c(=O)[nH]c2[n-]1,0.0028867513459480674,Wang et al. 2009,None,None,A5370,25.0
CpId_6590,None,O=C([O-])Cc1c[nH]c(=O)[nH]c1=O,0.0016522711641859039,Wang et al. 2009,None,None,A5370,25.0
CpId_6591,None,CCCCCCCCNC(=O)C(C)O,0.00017320508075674047,Wang et al. 2009,None,None,A5370,25.0
CpId_6592,None,CCN(CC)S(=O)N(CC)CC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6593,None,CC(C)C([NH2+]CCC#N)C(=O)[O-],0.0016772994167212304,Wang et al. 2009,None,None,A5370,25.0
CpId_6594,None,CCC(C)C([NH2+]CCC#N)C(=O)[O-],0.0021213203435596446,Wang et al. 2009,None,None,A5370,25.0
CpId_6595,None,CC(C(=O)[O-])N(CCC#N)CCC#N,0.0013796134724383309,Wang et al. 2009,None,None,A5370,25.0
CpId_6596,None,CCO[P+](O)(OCC)SCCSCC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6598,None,CCO[P+](S)(OCC)SCSC(C)(C)C,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6599,None,O=[N+]([O-])OCCCCO[N+](=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6600,None,CCCCO[P+](O)(OCCCC)OCCCC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6601,None,CC(CCO[N+](=O)[O-])O[N+](=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6602,None,[NH3+]CC(=O)NCC(=O)NCC(=O)[O-],0.012050829846944156,Wang et al. 2009,None,None,A5370,25.0
CpId_6603,None,CC(CC(C)O[N+](=O)[O-])O[N+](=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6604,None,O=[N+]([O-])OCCCCCO[N+](=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6605,None,CC(C)CC(C(=O)[O-])N(CCC#N)CCC#N,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6606,None,CC(CCC(C)O[N+](=O)[O-])O[N+](=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6607,None,CSCCC(C(=O)[O-])N(CCC#N)CCC#N,0.0009678154093972026,Wang et al. 2009,None,None,A5370,25.0
CpId_6608,None,CC(O)C(O)C(O)C(O)C=NNC(N)=O,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6609,None,CCc1nc2nc[nH]c(=O)c2nc1CC,0.014468356276140484,Wang et al. 2009,None,None,A5370,25.0
CpId_6610,None,[NH3+]C(CSCCSCC([NH3+])C(=O)[O-])C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6611,None,[NH3+]C(CSCCCSCC([NH3+])C(=O)[O-])C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6612,None,[NH3+]C(CSCCCCSCC([NH3+])C(=O)[O-])C(=O)[O-],0.002121320343559409,Wang et al. 2009,None,None,A5370,25.0
CpId_6613,None,NC(=O)NCC(=O)NCC(=O)NCC(=O)[O-],0.0008660254037844714,Wang et al. 2009,None,None,A5370,25.0
CpId_6614,None,[NH3+]C(CSCCCCCSCC([NH3+])C(=O)[O-])C(=O)[O-],0.002121320343559723,Wang et al. 2009,None,None,A5370,25.0
CpId_6615,None,[NH3+]C(CSCCCCCCSCC([NH3+])C(=O)[O-])C(=O)[O-],0.002121320343559723,Wang et al. 2009,None,None,A5370,25.0
CpId_6616,None,Nc1[nH]c(=O)[nH]c2nc(=O)[n-]c1-2,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6617,None,CCc1nc2ncnc(N)c2nc1CC,0.0007071067811864697,Wang et al. 2009,None,None,A5370,25.0
CpId_6618,None,CC(C)CC(NC(=O)C(C)NC(=O)C[NH3+])C(=O)NC(C(=O)[O-])C(C)C,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6619,None,COc1cc2nccnc2c(N)c1OC,0.00011547005383791244,Wang et al. 2009,None,None,A5370,25.0
CpId_6620,None,CCCCCCOC(=O)C(C)O,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6621,None,CCCCCCCCOC(=O)C(C)O,0.00023094010767582486,Wang et al. 2009,None,None,A5370,25.0
CpId_6622,None,CCCCC(NC(C)=O)C(=O)[O-],0.16125938473982432,Wang et al. 2009,None,None,A5370,25.0
CpId_6623,None,CCC(C)C(NC(C)=O)C(=O)[O-],0.26289227422269784,Wang et al. 2009,None,None,A5370,25.0
CpId_6624,None,CC(O[N+](=O)[O-])C(C)O[N+](=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6625,None,NC(=[NH2+])NCCCC([NH3+])C(=O)[O-],0.019588261791185044,Wang et al. 2009,None,None,A5370,25.0
CpId_6626,None,CCCCC(NC(N)=O)C(=O)[O-],0.002121320343559723,Wang et al. 2009,None,None,A5370,25.0
CpId_6627,None,CSCCC(NC(C)=O)C(=O)[O-],0.236623040580019,Wang et al. 2009,None,None,A5370,25.0
CpId_6628,None,O=S(CCCl)CCS(=O)CCCl,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6629,None,CC(SSC(C)C(=O)[O-])C(=O)[O-],0.179924492496158,Wang et al. 2009,None,None,A5370,25.0
CpId_6630,None,CC(C)CC(NC(=O)C[NH3+])C(=O)[O-],0.0016263455967290765,Wang et al. 2009,None,None,A5370,25.0
CpId_6631,None,CCC(SC(CC)C(=O)[O-])C(=O)[O-],0.0028284271247461927,Wang et al. 2009,None,None,A5370,25.0
CpId_6632,None,CC(SCSC(C)C(=O)[O-])C(=O)[O-],0.0028284271247461927,Wang et al. 2009,None,None,A5370,25.0
CpId_6633,None,CSC(CCC(SC)C(=O)[O-])C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6634,None,CC(C)C([NH3+])C(=O)NC(C(=O)[O-])C(C)C,0.0011313708498984691,Wang et al. 2009,None,None,A5370,25.0
CpId_6635,None,[NH3+]C(CSCC([NH3+])C(=O)[O-])C(=O)[O-],0.4170063948350593,Wang et al. 2009,None,None,A5370,25.0
CpId_6636,None,CC(C)CC([NH3+])C(=O)NC(C(=O)[O-])C(C)C,0.0012727922061358025,Wang et al. 2009,None,None,A5370,25.0
CpId_6637,None,CC(=O)NC(CCC(=O)[O-])C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6638,None,NC(=O)NN=CC(O)C(O)C(O)CO,0.0724333946924115,Wang et al. 2009,None,None,A5370,25.0
CpId_6639,None,CCSC(=S)OC(CC(=O)[O-])C(=O)[O-],0.1812014440707726,Wang et al. 2009,None,None,A5370,25.0
CpId_6640,None,CCOC(=S)SC(CC(N)=O)C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6641,None,CCOC(=S)SC(CC(=O)[O-])C(=O)[O-],0.11024504524013765,Wang et al. 2009,None,None,A5370,25.0
CpId_6642,None,CC(CC(C)(C(=O)[O-])C(=O)[O-])C(=O)[O-],0.003371943060017477,Wang et al. 2009,None,None,A5370,25.0
CpId_6643,None,CCSC(CCC(SCC)C(=O)[O-])C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6644,None,CC(C)CC([NH3+])C(=O)NC(CC(C)C)C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6645,None,[NH3+]C(CCSSCCC([NH3+])C(=O)[O-])C(=O)[O-],0.0028284271247461922,Wang et al. 2009,None,None,A5370,25.0
CpId_6646,None,C=CCSC(CCC(SCC=C)C(=O)[O-])C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6647,None,CC(C)CC([NH3+])C(=O)NCC(=O)NCC(=O)[O-],0.0009899494936611753,Wang et al. 2009,None,None,A5370,25.0
CpId_6648,None,CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)[O-],-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6649,None,CC(C)CC(NC(=O)CNC(=O)C[NH3+])C(=O)[O-],0.0015556349186104002,Wang et al. 2009,None,None,A5370,25.0
CpId_6650,None,COC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O,0.0002886751345949093,Wang et al. 2009,None,None,A5370,25.0
CpId_6651,None,CCCCCCCCCNC(=O)c1cccnc1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6652,None,CCCCCCCCOCC(O)CO,0.00011547005383791243,Wang et al. 2009,None,None,A5370,25.0
CpId_6653,None,NNC(=O)c1ccc([N+](=O)[O-])s1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6654,None,O=C(Nc1ncccn1)c1cnccn1,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6655,None,CCCCCCNC(=O)C(C)O,0.00017320508075686865,Wang et al. 2009,None,None,A5370,25.0
CpId_6656,None,NS(=O)(=O)c1nc2ccccc2s1,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6657,None,[O-]C(=S)CCCCCCC([O-])=S,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6658,None,CCCCO[P+](O)(CCCC)CCCC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6659,None,CCCC(=O)NNC(=O)CCC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6660,None,CCC(=O)NCCNC(=O)CC,0.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6661,None,CCN(CC)S(=O)(=O)N(CC)CC,-1.0,Wang et al. 2009,None,None,A5370,25.0
CpId_6662,None,CCCCCCCCCCNC(=O)C(C)O,0.0002886751345949093,Wang et al. 2009,None,None,A5370,25.0
CpId_6663,None,CCCCCCCCCCOC(=O)C(C)O,1.2098597026101827,Wang et al. 2009,None,None,A5370,25.0
CpId_6664,None,NC(=O)NCCCCCC(=O)[O-],0.002121320343559723,Wang et al. 2009,None,None,A5370,25.0
CpId_6665,None,[O-]C(=S)CCCCCCCC([O-])=S,-1.0,Wang et al. 2009,None,None,A5370,25.0
